timeago,scale,city,region
"
      2016-06-22 13:03:19 UTC
    ",4.7 magnitude,Monywa,Sagain
"
      2016-05-27 05:03:11 UTC
    ",4.6 magnitude,Khonsa,Arunachal Pradesh
"
      2016-05-19 23:10:24 UTC
    ",4.8 magnitude,Falam,Chin
"
      2016-05-12 07:54:19 UTC
    ",4.8 magnitude,Wāngjing,Manipur
"
      2016-04-14 05:41:53 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2016-04-13 13:55:17 UTC
    ",6.9 magnitude,Mawlaik,Sagain
"
      2016-03-23 10:50:03 UTC
    ",4.4 magnitude,Bhamo,Kachin
"
      2016-03-07 12:23:01 UTC
    ",4.5 magnitude,Falam,Chin
"
      2016-03-07 03:13:58 UTC
    ",4.6 magnitude,Chauk,Magway
"
      2016-01-03 23:05:22 UTC
    ",6.7 magnitude,Imphal,Manipur
"
      2015-12-13 11:17:29 UTC
    ",4.0 magnitude,Wāngjing,Manipur
"
      2015-12-01 23:27:08 UTC
    ",4.2 magnitude,Monywa,Sagain
"
      2015-11-28 07:02:35 UTC
    ",4.1 magnitude,Paungde,Bago
"
      2015-11-27 12:04:21 UTC
    ",4.5 magnitude,Monywa,Sagain
"
      2015-11-27 08:34:01 UTC
    ",5.4 magnitude,Monywa,Sagain
"
      2015-11-15 23:24:40 UTC
    ",4.4 magnitude,Wāngjing,Manipur
"
      2015-11-13 01:56:21 UTC
    ",4.2 magnitude,Wāngjing,Manipur
"
      2015-11-07 09:29:27 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2015-10-28 23:54:49 UTC
    ",4.3 magnitude,Darlawn,Mizoram
"
      2015-10-27 13:50:48 UTC
    ",4.1 magnitude,Wāngjing,Manipur
"
      2015-10-17 06:29:39 UTC
    ",4.3 magnitude,Yairipok,Manipur
"
      2015-10-10 23:54:35 UTC
    ",4.5 magnitude,Bhamo,Kachin
"
      2015-10-02 11:29:24 UTC
    ",4.6 magnitude,Hakha,Chin
"
      2015-09-29 01:59:35 UTC
    ",4.4 magnitude,Chauk,Magway
"
      2015-09-25 20:28:38 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2015-09-22 13:19:20 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2015-09-18 21:16:45 UTC
    ",4.4 magnitude,Falam,Chin
"
      2015-09-18 20:25:19 UTC
    ",4.0 magnitude,Mawlaik,Sagain
"
      2015-09-17 18:34:17 UTC
    ",4.7 magnitude,Wāngjing,Manipur
"
      2015-09-13 15:43:29 UTC
    ",4.2 magnitude,Mogok,Mandalay
"
      2015-09-03 20:49:23 UTC
    ",4.5 magnitude,Wāngjing,Manipur
"
      2015-08-29 16:31:16 UTC
    ",4.1 magnitude,Yairipok,Manipur
"
      2015-08-16 08:24:16 UTC
    ",4.5 magnitude,Paungde,Bago
"
      2015-08-15 11:45:51 UTC
    ",4.1 magnitude,Mogok,Mandalay
"
      2015-08-12 02:44:51 UTC
    ",4.5 magnitude,Wāngjing,Manipur
"
      2015-08-10 17:05:25 UTC
    ",4.5 magnitude,Paungde,Bago
"
      2015-07-21 08:21:37 UTC
    ",4.2 magnitude,Churāchāndpur,Manipur
"
      2015-07-21 01:27:07 UTC
    ",5.0 magnitude,Taungoo,Bago
"
      2015-07-14 14:25:14 UTC
    ",4.4 magnitude,Sangkhla Buri,Kanchanaburi
"
      2015-07-13 11:03:03 UTC
    ",4.5 magnitude,Khonsa,Arunachal Pradesh
"
      2015-07-04 23:08:20 UTC
    ",4.4 magnitude,Phek,Manipur
"
      2015-07-03 17:01:22 UTC
    ",4.0 magnitude,Mawlaik,Sagain
"
      2015-06-15 21:39:20 UTC
    ",4.3 magnitude,Hakha,Chin
"
      2015-06-12 00:24:19 UTC
    ",4.2 magnitude,Monywa,Sagain
"
      2015-06-07 19:47:29 UTC
    ",4.2 magnitude,Thayetmyo,Magway
"
      2015-06-01 07:12:08 UTC
    ",4.3 magnitude,Khonsa,Arunachal Pradesh
"
      2015-05-26 17:24:13 UTC
    ",4.3 magnitude,Kakching,Manipur
"
      2015-05-25 15:59:02 UTC
    ",4.5 magnitude,Saiha,Mizoram
"
      2015-05-21 12:43:35 UTC
    ",4.2 magnitude,Shwebo,Sagain
"
      2015-04-15 17:57:00 UTC
    ",4.2 magnitude,Bhamo,Kachin
"
      2015-04-03 12:23:55 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2015-03-17 15:28:39 UTC
    ",4.3 magnitude,Wāngjing,Manipur
"
      2015-03-08 05:45:15 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2015-03-03 09:23:53 UTC
    ",4.5 magnitude,Lashio,Shan
"
      2015-03-01 10:24:41 UTC
    ",5.2 magnitude,Lashio,Shan
"
      2015-02-19 09:18:19 UTC
    ",4.0 magnitude,Khonsa,Arunachal Pradesh
"
      2015-02-16 05:31:15 UTC
    ",4.0 magnitude,Phek,Manipur
"
      2015-02-12 15:33:50 UTC
    ",4.4 magnitude,Churāchāndpur,Manipur
"
      2015-02-12 14:33:07 UTC
    ",4.8 magnitude,Churāchāndpur,Manipur
"
      2015-02-01 13:33:06 UTC
    ",4.1 magnitude,Bhamo,Kachin
"
      2015-01-27 12:41:34 UTC
    ",4.2 magnitude,Mogok,Mandalay
"
      2015-01-24 16:11:42 UTC
    ",4.7 magnitude,Phek,Manipur
"
      2015-01-18 13:09:51 UTC
    ",4.2 magnitude,Tuensang,Nagaland
"
      2015-01-15 01:33:04 UTC
    ",4.3 magnitude,Lunglei,Mizoram
"
      2015-01-05 15:39:33 UTC
    ",4.2 magnitude,Churāchāndpur,Manipur
"
      2015-01-02 23:23:20 UTC
    ",4.1 magnitude,Shwebo,Sagain
"
      2014-12-31 16:12:02 UTC
    ",4.6 magnitude,Saiha,Mizoram
"
      2014-12-28 17:22:52 UTC
    ",4.5 magnitude,Hakha,Chin
"
      2014-12-27 02:02:34 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2014-12-26 06:07:09 UTC
    ",4.8 magnitude,Taunggyi,Shan
"
      2014-12-22 23:24:48 UTC
    ",4.4 magnitude,Saiha,Mizoram
"
      2014-12-21 05:37:39 UTC
    ",5.1 magnitude,Mawlaik,Sagain
"
      2014-12-11 19:27:36 UTC
    ",4.7 magnitude,Wāngjing,Manipur
"
      2014-12-10 14:44:46 UTC
    ",4.2 magnitude,Wāngjing,Manipur
"
      2014-12-06 10:20:01 UTC
    ",5.6 magnitude,Jinghong,Yunnan
"
      2014-12-05 18:43:46 UTC
    ",5.6 magnitude,Jinghong,Yunnan
"
      2014-11-28 01:09:41 UTC
    ",4.4 magnitude,Bago,Bago
"
      2014-11-27 11:17:29 UTC
    ",4.1 magnitude,Mandalay,Mandalay
"
      2014-11-26 15:56:40 UTC
    ",4.2 magnitude,Chauk,Magway
"
      2014-11-23 10:45:27 UTC
    ",4.5 magnitude,Churāchāndpur,Manipur
"
      2014-11-21 16:11:16 UTC
    ",4.6 magnitude,Khawhai,Mizoram
"
      2014-11-20 22:45:24 UTC
    ",4.1 magnitude,Khawhai,Mizoram
"
      2014-11-20 18:14:37 UTC
    ",5.6 magnitude,Khawhai,Mizoram
"
      2014-11-17 04:34:12 UTC
    ",5.3 magnitude,Chauk,Magway
"
      2014-11-16 20:33:34 UTC
    ",4.3 magnitude,Churāchāndpur,Manipur
"
      2014-11-13 21:29:29 UTC
    ",4.4 magnitude,Phek,Manipur
"
      2014-11-11 18:35:50 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2014-11-10 10:34:29 UTC
    ",4.6 magnitude,Thayetmyo,Magway
"
      2014-11-08 18:19:39 UTC
    ",4.8 magnitude,Yairipok,Manipur
"
      2014-11-08 17:06:46 UTC
    ",4.8 magnitude,Bhamo,Kachin
"
      2014-10-27 14:33:47 UTC
    ",4.4 magnitude,Pathein,Ayeyarwady
"
      2014-10-24 05:11:56 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2014-10-24 00:05:26 UTC
    ",4.6 magnitude,Churāchāndpur,Manipur
"
      2014-10-16 20:51:03 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2014-10-09 10:03:28 UTC
    ",4.5 magnitude,Myanaung,Ayeyarwady
"
      2014-10-07 13:49:39 UTC
    ",6.1 magnitude,Jinghong,Yunnan
"
      2014-09-20 13:16:38 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2014-09-17 10:04:40 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2014-09-16 15:33:59 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2014-09-15 21:38:59 UTC
    ",4.3 magnitude,Wāngjing,Manipur
"
      2014-09-15 08:19:25 UTC
    ",4.5 magnitude,Sittwe,Rakhine
"
      2014-09-09 09:28:22 UTC
    ",5.4 magnitude,Saiha,Mizoram
"
      2014-09-06 17:12:18 UTC
    ",4.7 magnitude,Phek,Manipur
"
      2014-09-04 07:30:46 UTC
    ",4.4 magnitude,Mawlaik,Sagain
"
      2014-08-21 23:15:35 UTC
    ",4.3 magnitude,Myanaung,Ayeyarwady
"
      2014-08-17 23:10:40 UTC
    ",4.2 magnitude,Taungdwingyi,Magway
"
      2014-08-16 16:39:55 UTC
    ",5.0 magnitude,Wāngjing,Manipur
"
      2014-08-05 23:28:34 UTC
    ",4.2 magnitude,Pyapon,Ayeyarwady
"
      2014-08-05 16:11:53 UTC
    ",4.6 magnitude,Pyapon,Ayeyarwady
"
      2014-08-05 15:34:09 UTC
    ",4.2 magnitude,Pyapon,Ayeyarwady
"
      2014-08-04 09:11:50 UTC
    ",2.9 magnitude,Pyapon,Ayeyarwady
"
      2014-08-01 20:27:50 UTC
    ",4.7 magnitude,Wāngjing,Manipur
"
      2014-07-31 13:41:01 UTC
    ",5.8 magnitude,Port Blair,Andaman and Nicobar Islands
"
      2014-07-29 10:23:24 UTC
    ",4.6 magnitude,Monywa,Sagain
"
      2014-07-29 07:42:41 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2014-07-20 06:51:01 UTC
    ",4.5 magnitude,Hakha,Chin
"
      2014-07-13 22:50:47 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2014-07-01 20:06:29 UTC
    ",4.3 magnitude,Imphal,Manipur
"
      2014-06-24 03:52:25 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2014-06-20 03:13:37 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2014-06-18 03:04:09 UTC
    ",4.3 magnitude,Wāngjing,Manipur
"
      2014-06-16 17:39:48 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2014-06-12 18:37:20 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2014-06-11 15:07:31 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2014-06-08 09:15:02 UTC
    ",4.6 magnitude,Pyinmana,Mandalay
"
      2014-06-07 22:23:21 UTC
    ",4.4 magnitude,Mawlaik,Sagain
"
      2014-06-04 07:20:14 UTC
    ",4.6 magnitude,Hakha,Chin
"
      2014-06-03 05:34:50 UTC
    ",4.5 magnitude,Myitkyina,Kachin
"
      2014-05-31 17:31:46 UTC
    ",4.7 magnitude,Kyaiklat,Ayeyarwady
"
      2014-05-30 19:19:41 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2014-05-30 15:53:39 UTC
    ",4.7 magnitude,Myitkyina,Kachin
"
      2014-05-30 04:25:04 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2014-05-30 02:52:23 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2014-05-30 01:20:15 UTC
    ",5.9 magnitude,Myitkyina,Kachin
"
      2014-05-29 03:23:46 UTC
    ",4.6 magnitude,Wāngjing,Manipur
"
      2014-05-28 03:19:11 UTC
    ",4.4 magnitude,Phek,Manipur
"
      2014-05-23 21:55:26 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2014-05-23 20:49:21 UTC
    ",5.8 magnitude,Myitkyina,Kachin
"
      2014-05-05 11:08:43 UTC
    ",6.1 magnitude,Chiang Rai,Chiang Rai
"
      2014-04-30 07:46:57 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2014-04-27 07:29:55 UTC
    ",4.1 magnitude,Pyapon,Ayeyarwady
"
      2014-04-24 22:49:50 UTC
    ",4.1 magnitude,Shwebo,Sagain
"
      2014-04-04 06:57:43 UTC
    ",4.2 magnitude,North Vanlaiphai,Mizoram
"
      2014-03-28 03:09:53 UTC
    ",4.1 magnitude,Khonsa,Arunachal Pradesh
"
      2014-03-26 14:31:25 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2014-03-22 08:35:34 UTC
    ",4.5 magnitude,Falam,Chin
"
      2014-03-21 12:39:54 UTC
    ",4.0 magnitude,Kakching,Manipur
"
      2014-03-20 04:00:21 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2014-03-18 19:20:45 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2014-03-15 05:09:12 UTC
    ",4.3 magnitude,Churāchāndpur,Manipur
"
      2014-03-09 16:02:59 UTC
    ",5.1 magnitude,Myaydo,Magway
"
      2014-03-01 03:22:06 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2014-02-26 20:58:55 UTC
    ",4.4 magnitude,Moirāng,Manipur
"
      2014-02-13 16:08:21 UTC
    ",4.5 magnitude,Monywa,Sagain
"
      2014-02-09 23:24:30 UTC
    ",4.1 magnitude,Mogok,Mandalay
"
      2014-02-02 16:45:24 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2014-01-30 12:17:14 UTC
    ",4.7 magnitude,Falam,Chin
"
      2014-01-29 13:46:50 UTC
    ",5.1 magnitude,Mawlaik,Sagain
"
      2014-01-26 12:38:37 UTC
    ",5.2 magnitude,Shwebo,Sagain
"
      2014-01-24 23:25:25 UTC
    ",4.1 magnitude,Shwebo,Sagain
"
      2014-01-24 00:51:35 UTC
    ",4.0 magnitude,Mawlaik,Sagain
"
      2014-01-20 13:18:26 UTC
    ",4.1 magnitude,Saiha,Mizoram
"
      2014-01-18 14:01:11 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2014-01-18 00:55:47 UTC
    ",4.6 magnitude,Pyapon,Ayeyarwady
"
      2014-01-17 22:26:50 UTC
    ",4.2 magnitude,Pyapon,Ayeyarwady
"
      2014-01-11 02:04:04 UTC
    ",4.1 magnitude,Chauk,Magway
"
      2014-01-07 16:32:10 UTC
    ",4.2 magnitude,Falam,Chin
"
      2013-12-30 21:08:17 UTC
    ",4.6 magnitude,Pakokku,Magway
"
      2013-12-30 09:44:13 UTC
    ",4.2 magnitude,Darlawn,Mizoram
"
      2013-12-25 13:25:48 UTC
    ",4.3 magnitude,Hakha,Chin
"
      2013-12-23 16:16:48 UTC
    ",4.8 magnitude,Yenangyaung,Magway
"
      2013-12-15 07:35:39 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2013-12-03 10:02:58 UTC
    ",4.1 magnitude,Mogok,Mandalay
"
      2013-11-27 17:29:33 UTC
    ",4.5 magnitude,Khonsa,Arunachal Pradesh
"
      2013-11-12 19:52:14 UTC
    ",4.4 magnitude,Wāngjing,Manipur
"
      2013-11-01 15:54:23 UTC
    ",4.3 magnitude,Dawei,Tanintharyi
"
      2013-10-29 07:51:27 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2013-10-28 01:08:09 UTC
    ",4.0 magnitude,Phek,Manipur
"
      2013-10-21 20:11:34 UTC
    ",4.4 magnitude,Mawlaik,Sagain
"
      2013-10-10 18:19:19 UTC
    ",4.2 magnitude,Chiang Mai,Chiang Mai
"
      2013-10-10 17:54:53 UTC
    ",4.4 magnitude,Mogok,Mandalay
"
      2013-10-05 08:52:05 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2013-09-28 19:50:32 UTC
    ",4.2 magnitude,Yairipok,Manipur
"
      2013-09-26 05:30:05 UTC
    ",4.6 magnitude,Darlawn,Mizoram
"
      2013-09-20 12:24:46 UTC
    ",5.7 magnitude,Shwebo,Sagain
"
      2013-09-20 11:53:26 UTC
    ",4.9 magnitude,Shwebo,Sagain
"
      2013-09-15 22:47:27 UTC
    ",4.3 magnitude,Pathein,Ayeyarwady
"
      2013-09-09 03:28:31 UTC
    ",5.0 magnitude,Shwebo,Sagain
"
      2013-08-31 00:04:18 UTC
    ",5.8 magnitude,Shangri-La,Yunnan
"
      2013-08-21 12:56:30 UTC
    ",4.2 magnitude,Wāngjing,Manipur
"
      2013-08-13 21:25:27 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2013-08-07 23:59:23 UTC
    ",4.8 magnitude,Chauk,Magway
"
      2013-08-02 12:04:30 UTC
    ",5.0 magnitude,Mawlaik,Sagain
"
      2013-07-20 09:14:15 UTC
    ",4.4 magnitude,Monywa,Sagain
"
      2013-07-19 01:53:52 UTC
    ",4.6 magnitude,Thayetmyo,Magway
"
      2013-07-18 23:56:19 UTC
    ",4.7 magnitude,Dali,Yunnan
"
      2013-07-08 13:27:46 UTC
    ",4.3 magnitude,Bhamo,Kachin
"
      2013-06-01 15:54:48 UTC
    ",4.2 magnitude,Bhamo,Kachin
"
      2013-05-30 10:31:20 UTC
    ",4.3 magnitude,Paungde,Bago
"
      2013-05-10 22:11:15 UTC
    ",4.3 magnitude,Monywa,Sagain
"
      2013-05-07 21:04:54 UTC
    ",4.3 magnitude,Pyapon,Ayeyarwady
"
      2013-05-07 08:59:30 UTC
    ",4.2 magnitude,Pyapon,Ayeyarwady
"
      2013-05-06 21:07:06 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2013-04-21 19:35:38 UTC
    ",4.6 magnitude,Falam,Chin
"
      2013-04-21 19:35:38 UTC
    ",4.6 magnitude,Falam,Chin
"
      2013-04-18 03:00:00 UTC
    ",4.3 magnitude,Falam,Chin
"
      2013-04-12 08:42:03 UTC
    ",4.6 magnitude,Myaydo,Magway
"
      2013-04-12 06:32:41 UTC
    ",4.3 magnitude,Nay Pyi Taw,Mandalay
"
      2013-04-11 03:47:02 UTC
    ",5.5 magnitude,Myaydo,Magway
"
      2013-04-10 22:05:52 UTC
    ",4.6 magnitude,Mae Hong Son,Mae Hong Son
"
      2013-04-05 06:44:32 UTC
    ",4.6 magnitude,Myaydo,Magway
"
      2013-04-04 15:16:26 UTC
    ",5.1 magnitude,Myaydo,Magway
"
      2013-04-03 23:00:22 UTC
    ",4.6 magnitude,Myaydo,Magway
"
      2013-04-03 16:35:45 UTC
    ",5.4 magnitude,Myaydo,Magway
"
      2013-03-30 20:04:45 UTC
    ",4.8 magnitude,Mogok,Mandalay
"
      2013-03-26 08:21:55 UTC
    ",4.4 magnitude,Thayetmyo,Magway
"
      2013-02-28 18:32:26 UTC
    ",4.6 magnitude,Monywa,Sagain
"
      2013-01-30 13:37:02 UTC
    ",3.4 magnitude,Yangon,Yangon
"
      2013-01-15 11:17:00 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2013-01-09 01:41:53 UTC
    ",5.8 magnitude,Phek,Manipur
"
      2013-01-03 05:47:27 UTC
    ",4.4 magnitude,Imphal,Manipur
"
      2013-01-02 17:25:40 UTC
    ",4.4 magnitude,Hakha,Chin
"
      2012-12-30 10:43:41 UTC
    ",4.2 magnitude,Shwebo,Sagain
"
      2012-12-26 15:20:43 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2012-12-26 15:20:40 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2012-12-26 13:59:46 UTC
    ",4.9 magnitude,Shwebo,Sagain
"
      2012-12-26 08:48:47 UTC
    ",4.4 magnitude,Mogok,Mandalay
"
      2012-12-22 16:41:45 UTC
    ",5.5 magnitude,Monywa,Sagain
"
      2012-12-20 05:56:04 UTC
    ",4.7 magnitude,Shwebo,Sagain
"
      2012-12-18 11:51:57 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2012-12-18 01:32:46 UTC
    ",4.4 magnitude,Myaydo,Magway
"
      2012-12-14 02:17:30 UTC
    ",4.7 magnitude,Shwebo,Sagain
"
      2012-12-13 16:13:23 UTC
    ",4.3 magnitude,Mogok,Mandalay
"
      2012-12-13 10:05:22 UTC
    ",4.2 magnitude,Bāndarban,Chittagong
"
      2012-12-11 07:19:04 UTC
    ",4.2 magnitude,Falam,Chin
"
      2012-12-05 08:05:03 UTC
    ",4.2 magnitude,Phek,Manipur
"
      2012-12-03 11:55:27 UTC
    ",4.6 magnitude,Shwebo,Sagain
"
      2012-11-30 12:58:08 UTC
    ",4.2 magnitude,Shwebo,Sagain
"
      2012-11-30 03:52:20 UTC
    ",4.4 magnitude,Tuensang,Nagaland
"
      2012-11-28 12:11:43 UTC
    ",4.3 magnitude,Shwebo,Sagain
"
      2012-11-23 10:24:26 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2012-11-19 17:25:53 UTC
    ",4.9 magnitude,Shwebo,Sagain
"
      2012-11-18 16:46:19 UTC
    ",4.6 magnitude,Myaydo,Magway
"
      2012-11-14 14:04:36 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2012-11-13 18:28:12 UTC
    ",5.0 magnitude,Shwebo,Sagain
"
      2012-11-13 08:42:02 UTC
    ",4.2 magnitude,Mogok,Mandalay
"
      2012-11-13 08:36:24 UTC
    ",4.7 magnitude,Mogok,Mandalay
"
      2012-11-13 01:52:19 UTC
    ",4.8 magnitude,Taungoo,Bago
"
      2012-11-11 18:19:45 UTC
    ",5.5 magnitude,Shwebo,Sagain
"
      2012-11-11 14:45:03 UTC
    ",4.8 magnitude,Shwebo,Sagain
"
      2012-11-11 10:54:41 UTC
    ",5.8 magnitude,Shwebo,Sagain
"
      2012-11-11 01:49:23 UTC
    ",4.1 magnitude,Shwebo,Sagain
"
      2012-11-11 01:40:00 UTC
    ",4.4 magnitude,Shwebo,Sagain
"
      2012-11-11 01:37:39 UTC
    ",4.5 magnitude,Mogok,Mandalay
"
      2012-11-11 01:32:27 UTC
    ",4.9 magnitude,Shwebo,Sagain
"
      2012-11-11 01:31:47 UTC
    ",4.3 magnitude,Mogok,Mandalay
"
      2012-11-11 01:29:58 UTC
    ",4.8 magnitude,Shwebo,Sagain
"
      2012-11-11 01:21:16 UTC
    ",4.9 magnitude,Shwebo,Sagain
"
      2012-11-11 01:12:38 UTC
    ",6.8 magnitude,Shwebo,Sagain
"
      2012-11-02 21:31:48 UTC
    ",4.5 magnitude,Phek,Manipur
"
      2012-10-28 11:04:14 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2012-10-26 04:42:30 UTC
    ",4.0 magnitude,Bhamo,Kachin
"
      2012-10-12 23:16:14 UTC
    ",4.0 magnitude,Wāngjing,Manipur
"
      2012-10-10 05:29:56 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2012-09-22 20:42:48 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2012-09-19 06:28:34 UTC
    ",4.6 magnitude,Hakha,Chin
"
      2012-09-11 18:09:49 UTC
    ",4.5 magnitude,Churāchāndpur,Manipur
"
      2012-09-11 11:09:46 UTC
    ",4.8 magnitude,Mawlaik,Sagain
"
      2012-08-18 04:01:58 UTC
    ",4.1 magnitude,Taunggyi,Shan
"
      2012-08-02 19:08:31 UTC
    ",4.2 magnitude,Falam,Chin
"
      2012-08-02 19:06:12 UTC
    ",5.1 magnitude,Khonsa,Arunachal Pradesh
"
      2012-08-01 21:58:38 UTC
    ",4.7 magnitude,Khonsa,Arunachal Pradesh
"
      2012-07-29 02:21:12 UTC
    ",5.7 magnitude,Falam,Chin
"
      2012-07-22 03:08:48 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2012-07-22 02:11:12 UTC
    ",5.1 magnitude,Myitkyina,Kachin
"
      2012-07-17 06:00:41 UTC
    ",4.4 magnitude,North Vanlaiphai,Mizoram
"
      2012-07-16 23:16:12 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2012-07-14 19:55:17 UTC
    ",5.2 magnitude,Phek,Manipur
"
      2012-07-09 20:13:07 UTC
    ",5.1 magnitude,Myitkyina,Kachin
"
      2012-07-01 04:13:52 UTC
    ",5.6 magnitude,Phek,Manipur
"
      2012-06-22 03:20:28 UTC
    ",4.2 magnitude,Lashio,Shan
"
      2012-06-12 17:02:02 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2012-06-06 04:38:58 UTC
    ",4.5 magnitude,Myitkyina,Kachin
"
      2012-05-30 09:28:14 UTC
    ",4.5 magnitude,Wāngjing,Manipur
"
      2012-05-19 19:10:38 UTC
    ",4.6 magnitude,Kyaikkami,Mon
"
      2012-05-08 23:12:44 UTC
    ",4.4 magnitude,Minbu,Magway
"
      2012-04-13 10:11:53 UTC
    ",4.5 magnitude,Phek,Manipur
"
      2012-03-29 00:23:21 UTC
    ",4.5 magnitude,Pakokku,Magway
"
      2012-03-14 15:40:21 UTC
    ",4.0 magnitude,Mawlaik,Sagain
"
      2012-02-28 20:55:46 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2012-02-15 15:36:47 UTC
    ",4.4 magnitude,Tharyarwady,Bago
"
      2012-01-11 22:23:20 UTC
    ",4.6 magnitude,Phek,Manipur
"
      2012-01-06 05:28:55 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2012-01-01 02:35:21 UTC
    ",4.6 magnitude,Amarpur,Tripura
"
      2011-12-26 10:40:30 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2011-12-24 15:14:16 UTC
    ",4.0 magnitude,Lashio,Shan
"
      2011-12-12 04:45:44 UTC
    ",4.6 magnitude,Phek,Manipur
"
      2011-12-10 11:44:18 UTC
    ",4.1 magnitude,Bogale,Ayeyarwady
"
      2011-11-29 15:15:58 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2011-11-29 13:37:19 UTC
    ",4.8 magnitude,Chauk,Magway
"
      2011-11-28 15:06:52 UTC
    ",5.2 magnitude,Myitkyina,Kachin
"
      2011-11-21 03:15:41 UTC
    ",5.7 magnitude,Phek,Manipur
"
      2011-11-04 10:14:43 UTC
    ",4.7 magnitude,Phek,Manipur
"
      2011-10-29 07:51:37 UTC
    ",4.7 magnitude,Churāchāndpur,Manipur
"
      2011-10-21 14:40:36 UTC
    ",4.5 magnitude,Imphal,Manipur
"
      2011-10-21 14:40:36 UTC
    ",4.5 magnitude,Yairipok,Manipur
"
      2011-10-16 00:53:46 UTC
    ",4.2 magnitude,Falam,Chin
"
      2011-09-23 21:38:38 UTC
    ",4.2 magnitude,Bhamo,Kachin
"
      2011-09-23 13:23:19 UTC
    ",4.4 magnitude,Kakching,Manipur
"
      2011-09-22 14:17:34 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2011-09-19 08:04:13 UTC
    ",4.5 magnitude,Phek,Manipur
"
      2011-08-30 16:23:56 UTC
    ",4.4 magnitude,Bhamo,Kachin
"
      2011-08-28 04:40:45 UTC
    ",4.5 magnitude,Khonsa,Arunachal Pradesh
"
      2011-08-21 17:43:38 UTC
    ",4.2 magnitude,Mawlamyinegyunn,Ayeyarwady
"
      2011-08-09 17:43:31 UTC
    ",4.4 magnitude,Monywa,Sagain
"
      2011-08-09 11:50:22 UTC
    ",5.1 magnitude,Myitkyina,Kachin
"
      2011-08-08 18:54:41 UTC
    ",4.4 magnitude,Falam,Chin
"
      2011-08-07 00:02:50 UTC
    ",4.3 magnitude,Hakha,Chin
"
      2011-08-05 16:23:44 UTC
    ",4.2 magnitude,Yairipok,Manipur
"
      2011-07-14 22:48:10 UTC
    ",4.4 magnitude,Tezu,Arunachal Pradesh
"
      2011-07-10 23:15:58 UTC
    ",4.4 magnitude,Chauk,Magway
