timeago,scale,city,region
"
      2011-07-10 00:40:26 UTC
    ",4.9 magnitude,Chauk,Magway
"
      2011-06-26 02:27:08 UTC
    ",4.3 magnitude,Bhamo,Kachin
"
      2011-06-25 23:40:40 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2011-06-20 10:16:55 UTC
    ",5.0 magnitude,Myitkyina,Kachin
"
      2011-06-01 08:38:05 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2011-05-30 19:17:34 UTC
    ",4.0 magnitude,Wāngjing,Manipur
"
      2011-05-17 07:02:45 UTC
    ",4.7 magnitude,Teknāf,Chittagong
"
      2011-05-15 15:32:46 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2011-05-07 01:47:15 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2011-05-02 13:46:17 UTC
    ",4.2 magnitude,Yenangyaung,Magway
"
      2011-04-29 14:25:48 UTC
    ",4.0 magnitude,Myitkyina,Kachin
"
      2011-04-22 08:13:16 UTC
    ",4.3 magnitude,Mogok,Mandalay
"
      2011-04-19 13:39:37 UTC
    ",4.1 magnitude,Aizawl,Mizoram
"
      2011-04-19 03:34:07 UTC
    ",4.5 magnitude,Wāngjing,Manipur
"
      2011-04-09 03:33:01 UTC
    ",4.4 magnitude,Tezu,Arunachal Pradesh
"
      2011-04-08 05:39:38 UTC
    ",4.5 magnitude,Pakokku,Magway
"
      2011-04-07 10:34:40 UTC
    ",4.2 magnitude,Monywa,Sagain
"
      2011-03-24 15:54:35 UTC
    ",5.7 magnitude,Mae Sai,Chiang Rai
"
      2011-03-24 13:55:12 UTC
    ",6.9 magnitude,Mae Sai,Chiang Rai
"
      2011-03-20 17:31:31 UTC
    ",4.7 magnitude,Falam,Chin
"
      2011-03-12 10:46:00 UTC
    ",4.4 magnitude,Wāngjing,Manipur
"
      2011-03-10 05:04:52 UTC
    ",4.3 magnitude,Bhamo,Kachin
"
      2011-03-10 05:03:59 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2011-03-10 04:58:13 UTC
    ",5.5 magnitude,Bhamo,Kachin
"
      2011-03-08 17:48:31 UTC
    ",4.3 magnitude,Falam,Chin
"
      2011-03-06 00:18:24 UTC
    ",4.4 magnitude,Churāchāndpur,Manipur
"
      2011-02-28 00:55:04 UTC
    ",4.6 magnitude,Taungdwingyi,Magway
"
      2011-02-24 08:28:14 UTC
    ",4.7 magnitude,Myaydo,Magway
"
      2011-02-22 22:57:27 UTC
    ",4.0 magnitude,Wāngjing,Manipur
"
      2011-02-14 23:44:33 UTC
    ",4.8 magnitude,Khonsa,Arunachal Pradesh
"
      2011-02-13 16:42:10 UTC
    ",4.4 magnitude,Falam,Chin
"
      2011-02-04 14:06:38 UTC
    ",4.1 magnitude,Wāngjing,Manipur
"
      2011-02-04 13:53:46 UTC
    ",6.2 magnitude,Wāngjing,Manipur
"
      2011-02-01 10:24:22 UTC
    ",4.5 magnitude,Dawei,Tanintharyi
"
      2011-02-01 07:11:26 UTC
    ",4.8 magnitude,Bhamo,Kachin
"
      2011-01-27 22:40:05 UTC
    ",4.7 magnitude,Wāngjing,Manipur
"
      2011-01-27 06:10:40 UTC
    ",4.1 magnitude,Aizawl,Mizoram
"
      2011-01-18 02:15:50 UTC
    ",4.8 magnitude,Wāngjing,Manipur
"
      2011-01-01 23:44:35 UTC
    ",4.1 magnitude,Bhamo,Kachin
"
      2011-01-01 23:33:39 UTC
    ",5.0 magnitude,Bhamo,Kachin
"
      2011-01-01 07:32:05 UTC
    ",4.5 magnitude,Bhamo,Kachin
"
      2010-12-12 01:40:06 UTC
    ",4.8 magnitude,Mahur,Assam
"
      2010-11-27 14:34:22 UTC
    ",4.6 magnitude,Myaydo,Magway
"
      2010-11-23 20:34:10 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2010-10-30 09:15:58 UTC
    ",4.2 magnitude,Myanaung,Ayeyarwady
"
      2010-08-30 09:39:26 UTC
    ",4.7 magnitude,Phek,Manipur
"
      2010-08-08 13:31:18 UTC
    ",4.0 magnitude,Phek,Manipur
"
      2010-08-06 20:25:25 UTC
    ",4.1 magnitude,Falam,Chin
"
      2010-08-05 18:17:46 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2010-08-05 18:14:19 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2010-08-04 05:41:24 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2010-07-27 14:23:46 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2010-07-25 13:31:52 UTC
    ",4.0 magnitude,Pathein,Ayeyarwady
"
      2010-07-25 08:57:03 UTC
    ",4.6 magnitude,Pathein,Ayeyarwady
"
      2010-07-15 01:30:32 UTC
    ",4.6 magnitude,Hakha,Chin
"
      2010-07-02 18:20:25 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2010-06-18 03:20:36 UTC
    ",4.0 magnitude,Pathein,Ayeyarwady
"
      2010-06-12 20:22:00 UTC
    ",4.4 magnitude,Wāngjing,Manipur
"
      2010-06-01 15:58:13 UTC
    ",4.9 magnitude,Dali,Yunnan
"
      2010-06-01 03:54:24 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2010-04-28 18:54:42 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2010-04-28 18:01:21 UTC
    ",5.2 magnitude,Sittwe,Rakhine
"
      2010-04-01 17:27:26 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2010-03-30 16:54:46 UTC
    ",6.6 magnitude,Bamboo Flat,Andaman and Nicobar Islands
"
      2010-03-21 07:49:41 UTC
    ",4.4 magnitude,Phek,Manipur
"
      2010-03-13 08:53:31 UTC
    ",4.7 magnitude,Pyapon,Ayeyarwady
"
      2010-03-12 23:19:55 UTC
    ",5.5 magnitude,Mawlaik,Sagain
"
      2010-03-06 19:11:20 UTC
    ",4.4 magnitude,Nay Pyi Taw,Mandalay
"
      2010-02-20 21:07:25 UTC
    ",4.8 magnitude,Mawlaik,Sagain
"
      2010-01-19 00:03:08 UTC
    ",4.6 magnitude,Chauk,Magway
"
      2009-12-29 09:01:55 UTC
    ",5.6 magnitude,Wāngjing,Manipur
"
      2009-12-19 06:18:14 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2009-12-13 14:41:55 UTC
    ",4.9 magnitude,Sātkania,Chittagong
"
      2009-12-13 14:24:58 UTC
    ",4.6 magnitude,Sātkania,Chittagong
"
      2009-12-11 16:22:17 UTC
    ",4.1 magnitude,Teknāf,Chittagong
"
      2009-12-09 21:55:53 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2009-11-26 07:28:52 UTC
    ",4.3 magnitude,Myitkyina,Kachin
"
      2009-10-20 08:20:04 UTC
    ",4.2 magnitude,Twante,Yangon
"
      2009-10-11 18:26:11 UTC
    ",4.8 magnitude,Mawlaik,Sagain
"
      2009-09-25 01:14:17 UTC
    ",4.5 magnitude,Myitkyina,Kachin
"
      2009-09-21 19:38:42 UTC
    ",5.7 magnitude,Yenangyaung,Magway
"
      2009-09-05 03:19:09 UTC
    ",4.6 magnitude,Pathein,Ayeyarwady
"
      2009-09-03 19:51:06 UTC
    ",5.9 magnitude,Wāngjing,Manipur
"
      2009-08-30 19:27:48 UTC
    ",5.3 magnitude,Phek,Manipur
"
      2009-08-30 02:41:04 UTC
    ",4.4 magnitude,Myanaung,Ayeyarwady
"
      2009-08-13 09:21:35 UTC
    ",5.9 magnitude,Bamboo Flat,Andaman and Nicobar Islands
"
      2009-08-11 21:43:47 UTC
    ",5.5 magnitude,Wāngjing,Manipur
"
      2009-08-10 19:55:38 UTC
    ",7.5 magnitude,Bamboo Flat,Andaman and Nicobar Islands
"
      2009-08-05 02:58:45 UTC
    ",4.7 magnitude,Hakha,Chin
"
      2009-07-22 21:35:47 UTC
    ",4.1 magnitude,Sittwe,Rakhine
"
      2009-07-11 08:52:02 UTC
    ",4.2 magnitude,Hakha,Chin
"
      2009-07-09 11:19:16 UTC
    ",5.7 magnitude,Dali,Yunnan
"
      2009-07-06 09:55:26 UTC
    ",4.1 magnitude,Kakching,Manipur
"
      2009-06-03 19:03:09 UTC
    ",4.5 magnitude,Falam,Chin
"
      2009-06-03 18:42:59 UTC
    ",4.3 magnitude,Khawhai,Mizoram
"
      2009-05-19 07:34:59 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2009-05-15 15:06:32 UTC
    ",4.7 magnitude,Wāngjing,Manipur
"
      2009-05-05 09:23:02 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2009-04-29 23:31:26 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2009-04-17 21:14:25 UTC
    ",4.6 magnitude,Phek,Manipur
"
      2009-03-06 14:19:36 UTC
    ",4.6 magnitude,Pyapon,Ayeyarwady
"
      2009-03-05 20:31:50 UTC
    ",4.5 magnitude,Pyapon,Ayeyarwady
"
      2009-03-05 15:49:52 UTC
    ",5.1 magnitude,Pyapon,Ayeyarwady
"
      2009-03-03 01:27:41 UTC
    ",4.7 magnitude,Yairipok,Manipur
"
      2009-03-02 12:55:37 UTC
    ",4.3 magnitude,Pyapon,Ayeyarwady
"
      2009-03-02 12:36:34 UTC
    ",4.6 magnitude,Pyapon,Ayeyarwady
"
      2009-02-25 23:51:35 UTC
    ",4.5 magnitude,Serchhīp,Mizoram
"
      2009-02-10 21:56:21 UTC
    ",4.3 magnitude,Pyapon,Ayeyarwady
"
      2009-02-06 07:32:37 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2009-01-29 22:46:03 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2009-01-21 01:42:24 UTC
    ",5.0 magnitude,Pyapon,Ayeyarwady
"
      2009-01-16 09:31:49 UTC
    ",4.4 magnitude,Magway,Magway
"
      2008-12-26 07:27:45 UTC
    ",3.8 magnitude,Myitkyina,Kachin
"
      2008-12-25 20:20:51 UTC
    ",4.8 magnitude,Bhamo,Kachin
"
      2008-12-23 16:02:22 UTC
    ",4.4 magnitude,Wāngjing,Manipur
"
      2008-12-21 14:51:07 UTC
    ",4.6 magnitude,Shwebo,Sagain
"
      2008-12-20 23:22:48 UTC
    ",5.3 magnitude,Shwebo,Sagain
"
      2008-12-19 11:52:32 UTC
    ",4.5 magnitude,Monywa,Sagain
"
      2008-12-16 22:31:32 UTC
    ",4.1 magnitude,Chauk,Magway
"
      2008-12-14 16:54:48 UTC
    ",4.0 magnitude,Yairipok,Manipur
"
      2008-12-05 12:59:53 UTC
    ",4.2 magnitude,Falam,Chin
"
      2008-11-29 06:54:53 UTC
    ",4.6 magnitude,Falam,Chin
"
      2008-11-11 02:19:18 UTC
    ",4.7 magnitude,Myaydo,Magway
"
      2008-11-11 02:18:45 UTC
    ",4.1 magnitude,Thayetmyo,Magway
"
      2008-11-10 20:55:04 UTC
    ",4.7 magnitude,Mawlaik,Sagain
"
      2008-10-30 12:22:35 UTC
    ",4.9 magnitude,Pathein,Ayeyarwady
"
      2008-10-20 14:32:34 UTC
    ",4.2 magnitude,Chauk,Magway
"
      2008-10-16 17:53:53 UTC
    ",4.1 magnitude,Pyapon,Ayeyarwady
"
      2008-10-08 06:46:23 UTC
    ",4.6 magnitude,Falam,Chin
"
      2008-10-04 11:36:40 UTC
    ",3.9 magnitude,Bhamo,Kachin
"
      2008-09-29 04:59:10 UTC
    ",3.9 magnitude,Mawlaik,Sagain
"
      2008-09-27 03:29:07 UTC
    ",4.1 magnitude,Teknāf,Chittagong
"
      2008-09-22 18:13:08 UTC
    ",4.0 magnitude,Pyapon,Ayeyarwady
"
      2008-09-22 13:30:38 UTC
    ",5.2 magnitude,Pyapon,Ayeyarwady
"
      2008-09-12 22:34:27 UTC
    ",3.8 magnitude,Myitkyina,Kachin
"
      2008-09-10 19:07:16 UTC
    ",4.2 magnitude,Khonsa,Arunachal Pradesh
"
      2008-09-07 12:54:30 UTC
    ",4.5 magnitude,Mawlamyinegyunn,Ayeyarwady
"
      2008-09-06 19:31:55 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2008-09-03 06:27:25 UTC
    ",5.0 magnitude,Myitkyina,Kachin
"
      2008-09-02 18:59:20 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2008-08-30 14:41:48 UTC
    ",4.3 magnitude,Tuensang,Nagaland
"
      2008-08-22 18:06:54 UTC
    ",4.7 magnitude,Bāndarban,Chittagong
"
      2008-08-22 12:06:18 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2008-08-21 16:39:04 UTC
    ",3.9 magnitude,Bhamo,Kachin
"
      2008-08-21 12:24:30 UTC
    ",6.0 magnitude,Myitkyina,Kachin
"
      2008-08-21 12:20:58 UTC
    ",4.9 magnitude,Myitkyina,Kachin
"
      2008-08-19 21:35:17 UTC
    ",5.0 magnitude,Myitkyina,Kachin
"
      2008-08-12 09:18:59 UTC
    ",4.5 magnitude,Margherita,Arunachal Pradesh
"
      2008-08-08 17:30:08 UTC
    ",4.0 magnitude,Myitkyina,Kachin
"
      2008-07-28 23:02:49 UTC
    ",3.9 magnitude,Mawlaik,Sagain
"
      2008-07-27 22:42:05 UTC
    ",5.2 magnitude,Mawlaik,Sagain
"
      2008-07-27 19:05:23 UTC
    ",4.4 magnitude,Monywa,Sagain
"
      2008-07-27 01:04:55 UTC
    ",4.0 magnitude,Falam,Chin
"
      2008-07-25 18:09:39 UTC
    ",4.2 magnitude,Falam,Chin
"
      2008-07-22 02:20:48 UTC
    ",3.8 magnitude,Churāchāndpur,Manipur
"
      2008-07-18 13:10:02 UTC
    ",4.4 magnitude,Phek,Manipur
"
      2008-07-09 23:18:22 UTC
    ",3.7 magnitude,Khonsa,Arunachal Pradesh
"
      2008-07-09 05:03:19 UTC
    ",3.9 magnitude,Falam,Chin
"
      2008-06-27 17:33:23 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2008-06-24 20:49:17 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2008-06-18 14:30:49 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2008-06-09 13:44:46 UTC
    ",4.1 magnitude,Bhamo,Kachin
"
      2008-06-07 10:34:12 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2008-06-03 03:42:12 UTC
    ",4.0 magnitude,Khonsa,Arunachal Pradesh
"
      2008-05-30 00:22:48 UTC
    ",3.7 magnitude,Myitkyina,Kachin
"
      2008-05-29 13:05:44 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2008-05-28 03:38:26 UTC
    ",3.5 magnitude,Falam,Chin
"
      2008-05-27 01:46:18 UTC
    ",3.9 magnitude,Hakha,Chin
"
      2008-05-21 08:00:02 UTC
    ",4.4 magnitude,Mawlaik,Sagain
"
      2008-05-18 01:17:48 UTC
    ",4.0 magnitude,Pyu,Bago
"
      2008-05-16 04:44:11 UTC
    ",4.4 magnitude,Bhamo,Kachin
"
      2008-05-06 04:36:50 UTC
    ",4.0 magnitude,Pakokku,Magway
"
      2008-04-29 15:02:56 UTC
    ",4.2 magnitude,Bhamo,Kachin
"
      2008-04-27 18:09:55 UTC
    ",4.0 magnitude,Bhamo,Kachin
"
      2008-04-20 00:30:07 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2008-04-08 19:10:26 UTC
    ",4.2 magnitude,Lunglei,Mizoram
"
      2008-04-06 02:23:15 UTC
    ",3.9 magnitude,Hakha,Chin
"
      2008-04-03 22:12:54 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2008-03-28 17:49:22 UTC
    ",4.0 magnitude,Mawlaik,Sagain
"
      2008-03-28 06:01:26 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2008-03-26 04:38:47 UTC
    ",4.1 magnitude,Darlawn,Mizoram
"
      2008-03-25 23:26:42 UTC
    ",3.7 magnitude,Wāngjing,Manipur
"
      2008-03-21 14:20:05 UTC
    ",3.6 magnitude,Bhamo,Kachin
"
      2008-03-21 14:02:33 UTC
    ",4.6 magnitude,Bhamo,Kachin
"
      2008-03-21 13:46:00 UTC
    ",3.8 magnitude,Bhamo,Kachin
"
      2008-03-21 12:36:59 UTC
    ",5.1 magnitude,Bhamo,Kachin
"
      2008-03-13 12:22:43 UTC
    ",4.3 magnitude,Myaydo,Magway
"
      2008-03-12 03:18:48 UTC
    ",4.7 magnitude,Tezu,Arunachal Pradesh
"
      2008-03-10 22:25:11 UTC
    ",3.7 magnitude,Khonsa,Arunachal Pradesh
"
      2008-03-10 00:01:50 UTC
    ",3.9 magnitude,Wāngjing,Manipur
"
      2008-03-08 16:51:26 UTC
    ",4.3 magnitude,Yairipok,Manipur
"
      2008-02-26 22:20:58 UTC
    ",4.5 magnitude,Falam,Chin
"
      2008-02-13 20:59:17 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2008-02-05 03:02:15 UTC
    ",4.2 magnitude,Myaydo,Magway
"
      2008-02-05 01:31:14 UTC
    ",4.6 magnitude,Nay Pyi Taw,Mandalay
"
      2008-02-04 22:17:38 UTC
    ",4.3 magnitude,Falam,Chin
"
      2008-02-04 02:54:15 UTC
    ",3.9 magnitude,Sittwe,Rakhine
"
      2008-02-03 13:24:00 UTC
    ",4.6 magnitude,Myaydo,Magway
"
      2008-02-02 15:44:33 UTC
    ",4.0 magnitude,Pyin Oo Lwin,Mandalay
"
      2008-02-02 05:59:49 UTC
    ",4.6 magnitude,Myanaung,Ayeyarwady
"
      2008-01-22 16:23:27 UTC
    ",4.2 magnitude,Dali,Yunnan
"
      2008-01-17 13:49:45 UTC
    ",4.2 magnitude,Monywa,Sagain
"
      2008-01-14 22:54:50 UTC
    ",4.1 magnitude,Monywa,Sagain
"
      2008-01-14 17:50:00 UTC
    ",4.1 magnitude,Dali,Yunnan
"
      2008-01-14 13:00:01 UTC
    ",3.8 magnitude,Wāngjing,Manipur
"
      2008-01-12 22:44:47 UTC
    ",4.9 magnitude,Lunglei,Mizoram
"
      2008-01-12 16:40:37 UTC
    ",4.3 magnitude,Khonsa,Arunachal Pradesh
"
      2008-01-11 19:41:58 UTC
    ",4.0 magnitude,Mogok,Mandalay
"
      2007-12-28 00:05:58 UTC
    ",3.9 magnitude,Monywa,Sagain
"
      2007-12-23 03:36:44 UTC
    ",3.9 magnitude,Mawlaik,Sagain
"
      2007-12-22 18:08:43 UTC
    ",4.0 magnitude,Bhamo,Kachin
"
      2007-12-21 21:59:52 UTC
    ",3.9 magnitude,Myitkyina,Kachin
"
      2007-12-15 04:24:29 UTC
    ",4.4 magnitude,Mawlaik,Sagain
"
      2007-12-11 13:45:11 UTC
    ",4.3 magnitude,Kakching,Manipur
"
      2007-12-07 06:56:33 UTC
    ",5.0 magnitude,Mawlaik,Sagain
"
      2007-11-29 19:00:22 UTC
    ",5.1 magnitude,Mawlaik,Sagain
"
      2007-11-27 23:37:05 UTC
    ",4.2 magnitude,Hakha,Chin
"
      2007-11-25 17:39:43 UTC
    ",3.7 magnitude,Lunglei,Mizoram
"
      2007-11-12 12:57:57 UTC
    ",4.6 magnitude,Monywa,Sagain
"
      2007-11-07 07:10:21 UTC
    ",5.5 magnitude,Bāndarban,Chittagong
"
      2007-11-07 02:27:05 UTC
    ",3.5 magnitude,Falam,Chin
"
      2007-10-20 22:23:08 UTC
    ",4.4 magnitude,Myanaung,Ayeyarwady
"
      2007-10-14 00:46:59 UTC
    ",4.5 magnitude,Hakha,Chin
"
      2007-09-26 17:33:43 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2007-09-26 16:17:08 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2007-09-25 00:34:10 UTC
    ",4.5 magnitude,Yenangyaung,Magway
"
      2007-09-22 22:57:08 UTC
    ",4.2 magnitude,Phek,Manipur
"
      2007-09-18 09:01:50 UTC
    ",5.1 magnitude,Sittwe,Rakhine
"
      2007-09-11 18:58:36 UTC
    ",4.6 magnitude,Mawlaik,Sagain
"
      2007-09-07 20:14:56 UTC
    ",4.2 magnitude,Lunglei,Mizoram
"
      2007-08-26 03:20:31 UTC
    ",3.8 magnitude,Falam,Chin
"
      2007-08-18 00:56:18 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2007-08-16 05:16:20 UTC
    ",4.6 magnitude,Falam,Chin
"
      2007-08-15 03:04:15 UTC
    ",4.1 magnitude,Chauk,Magway
"
      2007-08-13 08:28:51 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2007-08-13 02:02:57 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2007-08-10 12:35:17 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2007-08-10 01:47:11 UTC
    ",4.0 magnitude,Wāngjing,Manipur
"
      2007-08-04 18:52:13 UTC
    ",3.9 magnitude,Monywa,Sagain
"
      2007-07-30 22:42:05 UTC
    ",5.6 magnitude,Myaydo,Magway
"
      2007-07-28 01:00:33 UTC
    ",4.0 magnitude,Lunglei,Mizoram
"
      2007-07-28 00:48:28 UTC
    ",4.8 magnitude,Raojān,Chittagong
"
      2007-07-27 07:11:16 UTC
    ",4.0 magnitude,Yenangyaung,Magway
"
      2007-07-20 17:01:01 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2007-06-29 23:24:00 UTC
    ",5.2 magnitude,Myitkyina,Kachin
"
      2007-06-23 08:17:19 UTC
    ",5.6 magnitude,Jinghong,Yunnan
"
      2007-06-21 14:26:21 UTC
    ",4.0 magnitude,Phek,Manipur
"
      2007-06-10 19:41:26 UTC
    ",4.2 magnitude,Myitkyina,Kachin
"
      2007-06-02 21:34:57 UTC
    ",6.1 magnitude,Jinghong,Yunnan
"
      2007-05-26 23:27:42 UTC
    ",4.1 magnitude,Pathein,Ayeyarwady
"
      2007-05-16 08:56:14 UTC
    ",6.3 magnitude,Ban Houakhoua,Bokèo
"
      2007-05-15 23:23:24 UTC
    ",4.3 magnitude,Khonsa,Arunachal Pradesh
"
      2007-05-15 17:44:10 UTC
    ",3.8 magnitude,Chauk,Magway
"
      2007-05-07 05:58:33 UTC
    ",5.0 magnitude,Mawlaik,Sagain
"
      2007-05-01 20:51:38 UTC
    ",4.1 magnitude,Myitkyina,Kachin
"
      2007-04-29 22:24:48 UTC
    ",4.3 magnitude,Pyay,Bago
"
      2007-04-29 18:40:10 UTC
    ",4.5 magnitude,Pathein,Ayeyarwady
"
      2007-04-26 05:23:49 UTC
    ",4.9 magnitude,Pyapon,Ayeyarwady
"
      2007-04-25 18:35:35 UTC
    ",4.1 magnitude,Pyapon,Ayeyarwady
"
      2007-04-25 17:49:25 UTC
    ",4.5 magnitude,Pyapon,Ayeyarwady
"
      2007-04-19 10:43:15 UTC
    ",4.5 magnitude,Tharyarwady,Bago
"
      2007-04-16 17:02:54 UTC
    ",4.5 magnitude,Yamethin,Mandalay
"
      2007-04-10 16:10:14 UTC
    ",3.9 magnitude,Monywa,Sagain
"
      2007-04-05 08:42:16 UTC
    ",4.5 magnitude,Phek,Manipur
"
      2007-04-01 08:21:32 UTC
    ",4.2 magnitude,Pakokku,Magway
"
      2007-03-19 05:11:46 UTC
    ",3.7 magnitude,Hakha,Chin
"
      2007-03-13 22:46:43 UTC
    ",4.3 magnitude,Mawlaik,Sagain
"
      2007-03-09 14:50:27 UTC
    ",4.2 magnitude,Wāngjing,Manipur
"
      2007-03-01 03:40:50 UTC
    ",3.7 magnitude,Phek,Manipur
"
      2007-02-21 20:50:21 UTC
    ",4.6 magnitude,Tharyarwady,Bago
"
      2007-02-17 23:52:39 UTC
    ",4.4 magnitude,Wāngjing,Manipur
"
      2007-02-11 09:53:55 UTC
    ",4.4 magnitude,Tezu,Arunachal Pradesh
"
      2007-01-24 11:03:31 UTC
    ",4.7 magnitude,Yairipok,Manipur
"
      2007-01-21 16:15:37 UTC
    ",4.0 magnitude,Mawlaik,Sagain
"
      2007-01-21 02:48:24 UTC
    ",4.0 magnitude,Saiha,Mizoram
"
      2007-01-09 05:27:22 UTC
    ",4.9 magnitude,Thayetmyo,Magway
"
      2007-01-07 10:47:06 UTC
    ",4.8 magnitude,Lashio,Shan
"
      2006-12-29 20:41:19 UTC
    ",4.3 magnitude,Loikaw,Kayah
"
      2006-12-26 12:22:42 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2006-12-12 17:02:29 UTC
    ",4.6 magnitude,Chiang Mai,Chiang Mai
"
      2006-12-05 04:36:29 UTC
    ",4.9 magnitude,Sittwe,Rakhine
"
      2006-11-16 18:11:18 UTC
    ",3.7 magnitude,Wāngjing,Manipur
"
      2006-11-06 01:19:57 UTC
    ",4.8 magnitude,Wāngjing,Manipur
"
      2006-11-03 14:43:10 UTC
    ",5.0 magnitude,Saiha,Mizoram
"
      2006-10-24 14:00:20 UTC
    ",4.4 magnitude,Bhamo,Kachin
"
      2006-10-19 17:35:23 UTC
    ",4.3 magnitude,Saiha,Mizoram
"
      2006-10-14 19:03:41 UTC
    ",4.3 magnitude,Monywa,Sagain
"
      2006-10-11 07:50:13 UTC
    ",4.0 magnitude,Pakokku,Magway
"
      2006-10-07 21:12:26 UTC
    ",5.0 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-29 12:13:02 UTC
    ",4.5 magnitude,Mawlaik,Sagain
"
      2006-09-28 09:47:59 UTC
    ",4.5 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-27 18:46:02 UTC
    ",4.7 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-27 17:40:17 UTC
    ",4.3 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-27 17:38:35 UTC
    ",4.2 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-27 15:57:30 UTC
    ",4.5 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-27 13:27:42 UTC
    ",4.1 magnitude,Prachuap Khiri Khan,Prachuap Khiri Khan
"
      2006-09-24 08:45:20 UTC
    ",4.4 magnitude,Monywa,Sagain
"
      2006-09-21 22:43:22 UTC
    ",4.2 magnitude,Khonsa,Arunachal Pradesh
"
      2006-09-10 06:12:18 UTC
    ",4.2 magnitude,Wāngjing,Manipur
"
      2006-09-04 05:11:55 UTC
    ",4.1 magnitude,Pakokku,Magway
"
      2006-08-13 19:22:41 UTC
    ",4.3 magnitude,Margherita,Arunachal Pradesh
"
      2006-08-13 15:10:00 UTC
    ",4.2 magnitude,Falam,Chin
"
      2006-08-09 14:37:18 UTC
    ",4.5 magnitude,Khonsa,Arunachal Pradesh
"
      2006-08-03 12:32:20 UTC
    ",4.1 magnitude,Churāchāndpur,Manipur
"
      2006-08-02 13:06:27 UTC
    ",4.2 magnitude,Wāngjing,Manipur
"
      2006-08-02 10:41:58 UTC
    ",4.7 magnitude,Myaydo,Magway
"
      2006-07-22 13:13:00 UTC
    ",4.6 magnitude,Chauk,Magway
"
      2006-06-23 06:59:56 UTC
    ",4.7 magnitude,Sittwe,Rakhine
"
      2006-06-22 19:16:04 UTC
    ",4.6 magnitude,Yairipok,Manipur
"
      2006-06-19 14:53:08 UTC
    ",4.7 magnitude,Monywa,Sagain
"
      2006-06-13 23:04:52 UTC
    ",4.2 magnitude,Lashio,Shan
"
      2006-06-11 00:25:18 UTC
    ",3.8 magnitude,Tezu,Arunachal Pradesh
"
      2006-05-30 19:43:45 UTC
    ",4.9 magnitude,Teknāf,Chittagong
"
      2006-05-30 13:42:43 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2006-05-26 04:52:09 UTC
    ",4.6 magnitude,Myitkyina,Kachin
"
      2006-05-25 13:56:27 UTC
    ",4.5 magnitude,Monywa,Sagain
